Treatment,HOBO,"Date Time, GMT-04:00",TempF,Intensity
CCslash,p4,2016-04-07 10:30:00,69.449,3968
CCslash,p4,2016-04-07 10:45:00.000003,69.107,3968
CCslash,p4,2016-04-07 10:59:59.999997,70.137,4352
CCslash,p4,2016-04-07 11:15:00,69.449,3072
CCslash,p4,2016-04-07 11:30:00.000003,63.111,1728
CCslash,p4,2016-04-07 11:44:59.999997,61.569,1920
CCslash,p4,2016-04-07 12:00:00,60.539,1216
CCslash,p4,2016-04-07 12:15:00.000003,59.851,2176
CCslash,p4,2016-04-07 12:29:59.999997,60.883,1792
CCslash,p4,2016-04-07 12:45:00,66.193,3968
CCslash,p4,2016-04-07 13:00:00.000003,64.825,1088
CCslash,p4,2016-04-07 13:14:59.999997,61.569,1728
CCslash,p4,2016-04-07 13:30:00,63.626,1728
CCslash,p4,2016-04-07 13:45:00.000003,62.254,672
CCslash,p4,2016-04-07 13:59:59.999997,64.481,7424
CCslash,p4,2016-04-07 14:15:00,72.718,4352
CCslash,p4,2016-04-07 14:30:00.000003,69.449,5888
CCslash,p4,2016-04-07 14:44:59.999997,68.934,3968
CCslash,p4,2016-04-07 15:00:00,68.421,3968
CCslash,p4,2016-04-07 15:15:00.000003,66.366,4608
CCslash,p4,2016-04-07 15:29:59.999997,68.248,5888
CCslash,p4,2016-04-07 15:45:00,74.098,5376
CCslash,p4,2016-04-07 16:00:00.000003,77.574,2816
CCslash,p4,2016-04-07 16:14:59.999997,69.107,1152
CCslash,p4,2016-04-07 16:30:00,60.883,1920
CCslash,p4,2016-04-07 16:45:00.000003,63.455,2688
CCslash,p4,2016-04-07 16:59:59.999997,58.476,1536
CCslash,p4,2016-04-07 17:15:00,61.227,8704
CCslash,p4,2016-04-07 17:30:00.000003,66.708,4608
CCslash,p4,2016-04-07 17:44:59.999997,66.537,3584
CCslash,p4,2016-04-07 18:00:00,62.769,2304
CCslash,p4,2016-04-07 18:15:00.000003,56.404,1984
CCslash,p4,2016-04-07 18:29:59.999997,54.322,480
CCslash,p4,2016-04-07 18:45:00,51.874,320
CCslash,p4,2016-04-07 19:00:00.000003,49.05,144
CCslash,p4,2016-04-07 19:14:59.999997,46.369,83
CCslash,p4,2016-04-07 19:30:00,43.831,32
CCslash,p4,2016-04-07 19:45:00.000003,42.179,2
CCslash,p4,2016-04-07 19:59:59.999997,44.379,0
CCslash,p4,2016-04-07 20:15:00,47.624,0
CCslash,p4,2016-04-07 20:30:00.000003,46.369,0
CCslash,p4,2016-04-07 20:44:59.999997,44.922,0
CCslash,p4,2016-04-07 21:00:00,43.282,0
CCslash,p4,2016-04-07 21:15:00.000003,40.696,0
CCslash,p4,2016-04-07 21:29:59.999997,38.818,0
CCslash,p4,2016-04-07 21:45:00,38.061,0
CCslash,p4,2016-04-07 22:00:00.000003,39.573,0
CCslash,p4,2016-04-07 22:14:59.999997,39.007,0
CCslash,p4,2016-04-07 22:30:00,38.818,0
CCslash,p4,2016-04-07 22:45:00.000003,39.573,0
CCslash,p4,2016-04-07 22:59:59.999997,39.573,0
CCslash,p4,2016-04-07 23:15:00,40.321,0
CCslash,p4,2016-04-07 23:30:00.000003,40.134,0
CCslash,p4,2016-04-07 23:44:59.999997,40.321,0
CCslash,p4,2016-04-08 00:00:00,41.994,0
CCslash,p4,2016-04-08 00:15:00.000003,42.179,0
CCslash,p4,2016-04-08 00:29:59.999997,41.439,0
CCslash,p4,2016-04-08 00:45:00,40.696,0
CCslash,p4,2016-04-08 01:00:00.000003,40.321,0
CCslash,p4,2016-04-08 01:14:59.999997,39.76,0
CCslash,p4,2016-04-08 01:30:00,39.196,0
CCslash,p4,2016-04-08 01:45:00.000003,39.007,0
CCslash,p4,2016-04-08 01:59:59.999997,39.76,0
CCslash,p4,2016-04-08 02:15:00,39.947,0
CCslash,p4,2016-04-08 02:30:00.000003,39.384,0
CCslash,p4,2016-04-08 02:44:59.999997,37.87,0
CCslash,p4,2016-04-08 03:00:00,37.297,0
CCslash,p4,2016-04-08 03:15:00.000003,37.297,0
CCslash,p4,2016-04-08 03:29:59.999997,37.297,0
CCslash,p4,2016-04-08 03:45:00,36.914,0
CCslash,p4,2016-04-08 04:00:00.000003,35.37,0
CCslash,p4,2016-04-08 04:14:59.999997,34.786,0
CCslash,p4,2016-04-08 04:30:00,34.59,0
CCslash,p4,2016-04-08 04:45:00.000003,34.394,0
CCslash,p4,2016-04-08 04:59:59.999997,34.786,0
CCslash,p4,2016-04-08 05:15:00,34.786,0
CCslash,p4,2016-04-08 05:30:00.000003,34.198,0
CCslash,p4,2016-04-08 05:44:59.999997,33.213,0
CCslash,p4,2016-04-08 06:00:00,32.815,0
CCslash,p4,2016-04-08 06:15:00.000003,32.815,2
CCslash,p4,2016-04-08 06:29:59.999997,32.617,40
CCslash,p4,2016-04-08 06:45:00,32.815,128
CCslash,p4,2016-04-08 07:00:00.000003,33.213,192
CCslash,p4,2016-04-08 07:14:59.999997,33.607,248
CCslash,p4,2016-04-08 07:30:00,34.198,304
CCslash,p4,2016-04-08 07:45:00.000003,36.145,576
CCslash,p4,2016-04-08 07:59:59.999997,38.629,512
CCslash,p4,2016-04-08 08:15:00,41.254,576
CCslash,p4,2016-04-08 08:30:00.000003,44.379,672
CCslash,p4,2016-04-08 08:44:59.999997,43.282,576
CCslash,p4,2016-04-08 09:00:00,45.104,800
CCslash,p4,2016-04-08 09:15:00.000003,56.23,7424
CCslash,p4,2016-04-08 09:29:59.999997,60.883,3072
CCslash,p4,2016-04-08 09:45:00,66.366,4096
CCslash,p4,2016-04-08 10:00:00.000003,55.884,3072
CCslash,p4,2016-04-08 10:14:59.999997,52.401,1920
CCslash,p4,2016-04-08 10:30:00,58.993,2816
CCslash,p4,2016-04-08 10:45:00.000003,55.884,1984
CCslash,p4,2016-04-08 10:59:59.999997,57.785,3072
CCslash,p4,2016-04-08 11:15:00,55.537,3456
CCslash,p4,2016-04-08 11:30:00.000003,81.09,17408
CCslash,p4,2016-04-08 11:44:59.999997,87.186,22528
CCslash,p4,2016-04-08 12:00:00,93.682,22528
CCslash,p4,2016-04-08 12:15:00.000003,69.622,4096
CCslash,p4,2016-04-08 12:29:59.999997,70.824,5888
CCslash,p4,2016-04-08 12:45:00,61.569,4352
CCslash,p4,2016-04-08 13:00:00.000003,60.712,5376
CCslash,p4,2016-04-08 13:14:59.999997,62.083,4608
CCslash,p4,2016-04-08 13:30:00,67.221,7936
CCslash,p4,2016-04-08 13:45:00.000003,62.254,5120
CCslash,p4,2016-04-08 13:59:59.999997,70.651,4352
CCslash,p4,2016-04-08 14:15:00,81.975,4096
CCslash,p4,2016-04-08 14:30:00.000003,65.851,4864
CCslash,p4,2016-04-08 14:44:59.999997,73.062,11776
CCslash,p4,2016-04-08 15:00:00,72.028,6144
CCslash,p4,2016-04-08 15:15:00.000003,73.926,5120
CCslash,p4,2016-04-08 15:29:59.999997,62.94,4096
CCslash,p4,2016-04-08 15:45:00,63.111,4352
CCslash,p4,2016-04-08 16:00:00.000003,63.968,7680
CCslash,p4,2016-04-08 16:14:59.999997,66.879,8192
CCslash,p4,2016-04-08 16:30:00,74.446,10752
CCslash,p4,2016-04-08 16:45:00.000003,72.028,13824
CCslash,p4,2016-04-08 16:59:59.999997,66.537,8704
CCslash,p4,2016-04-08 17:15:00,66.879,4608
CCslash,p4,2016-04-08 17:30:00.000003,55.711,672
CCslash,p4,2016-04-08 17:44:59.999997,52.576,7680
CCslash,p4,2016-04-08 18:00:00,52.576,5376
CCslash,p4,2016-04-08 18:15:00.000003,48.517,3968
CCslash,p4,2016-04-08 18:29:59.999997,47.982,704
CCslash,p4,2016-04-08 18:45:00,46.008,464
CCslash,p4,2016-04-08 19:00:00.000003,43.282,232
CCslash,p4,2016-04-08 19:14:59.999997,41.254,126
CCslash,p4,2016-04-08 19:30:00,38.818,44
CCslash,p4,2016-04-08 19:45:00.000003,36.531,4
CCslash,p4,2016-04-08 19:59:59.999997,34.394,0
CCslash,p4,2016-04-08 20:15:00,32.218,0
CCslash,p4,2016-04-08 20:30:00.000003,31.012,0
CCslash,p4,2016-04-08 20:44:59.999997,29.995,0
CCslash,p4,2016-04-08 21:00:00,29.379,0
CCslash,p4,2016-04-08 21:15:00.000003,28.762,0
CCslash,p4,2016-04-08 21:29:59.999997,28.346,0
CCslash,p4,2016-04-08 21:45:00,27.93,0
CCslash,p4,2016-04-08 22:00:00.000003,27.511,0
CCslash,p4,2016-04-08 22:14:59.999997,27.302,0
CCslash,p4,2016-04-08 22:30:00,26.881,0
CCslash,p4,2016-04-08 22:45:00.000003,26.668,0
CCslash,p4,2016-04-08 22:59:59.999997,26.245,0
CCslash,p4,2016-04-08 23:15:00,26.031,0
CCslash,p4,2016-04-08 23:30:00.000003,25.819,0
CCslash,p4,2016-04-08 23:44:59.999997,25.605,0
CCslash,p4,2016-04-09 00:00:00,26.245,0
CCslash,p4,2016-04-09 00:15:00.000003,25.819,0
CCslash,p4,2016-04-09 00:29:59.999997,25.605,0
CCslash,p4,2016-04-09 00:45:00,26.031,0
CCslash,p4,2016-04-09 01:00:00.000003,27.302,0
CCslash,p4,2016-04-09 01:14:59.999997,26.031,0
CCslash,p4,2016-04-09 01:30:00,25.819,0
CCslash,p4,2016-04-09 01:45:00.000003,28.346,0
CCslash,p4,2016-04-09 01:59:59.999997,30.403,0
CCslash,p4,2016-04-09 02:15:00,32.018,0
CCslash,p4,2016-04-09 02:30:00.000003,32.815,0
CCslash,p4,2016-04-09 02:44:59.999997,33.607,0
CCslash,p4,2016-04-09 03:00:00,33.805,0
CCslash,p4,2016-04-09 03:15:00.000003,33.411,0
CCslash,p4,2016-04-09 03:29:59.999997,33.213,0
CCslash,p4,2016-04-09 03:45:00,31.213,0
CCslash,p4,2016-04-09 04:00:00.000003,28.762,0
CCslash,p4,2016-04-09 04:14:59.999997,27.93,0
CCslash,p4,2016-04-09 04:30:00,27.302,0
CCslash,p4,2016-04-09 04:45:00.000003,27.302,0
CCslash,p4,2016-04-09 04:59:59.999997,27.091,0
CCslash,p4,2016-04-09 05:15:00,26.881,0
CCslash,p4,2016-04-09 05:30:00.000003,27.93,0
CCslash,p4,2016-04-09 05:44:59.999997,29.174,0
CCslash,p4,2016-04-09 06:00:00,29.995,0
CCslash,p4,2016-04-09 06:15:00.000003,31.012,5
CCslash,p4,2016-04-09 06:29:59.999997,32.218,51
CCslash,p4,2016-04-09 06:45:00,33.213,103
CCslash,p4,2016-04-09 07:00:00.000003,34.198,192
CCslash,p4,2016-04-09 07:14:59.999997,35.951,400
CCslash,p4,2016-04-09 07:30:00,37.679,416
CCslash,p4,2016-04-09 07:45:00.000003,38.629,368
CCslash,p4,2016-04-09 07:59:59.999997,40.696,1216
CCslash,p4,2016-04-09 08:15:00,45.104,1728
CCslash,p4,2016-04-09 08:30:00.000003,44.379,480
CCslash,p4,2016-04-09 08:44:59.999997,42.732,496
CCslash,p4,2016-04-09 09:00:00,42.915,704
CCslash,p4,2016-04-09 09:15:00.000003,43.831,1024
CCslash,p4,2016-04-09 09:29:59.999997,44.379,768
CCslash,p4,2016-04-09 09:45:00,46.188,2560
CCslash,p4,2016-04-09 10:00:00.000003,47.624,1728
CCslash,p4,2016-04-09 10:14:59.999997,47.266,1344
CCslash,p4,2016-04-09 10:30:00,47.982,1856
CCslash,p4,2016-04-09 10:45:00.000003,48.339,3456
CCslash,p4,2016-04-09 10:59:59.999997,52.05,2816
CCslash,p4,2016-04-09 11:15:00,52.401,2688
CCslash,p4,2016-04-09 11:30:00.000003,50.995,1280
CCslash,p4,2016-04-09 11:44:59.999997,47.802,1472
CCslash,p4,2016-04-09 12:00:00,47.446,2048
CCslash,p4,2016-04-09 12:15:00.000003,47.266,3072
CCslash,p4,2016-04-09 12:29:59.999997,48.339,2432
CCslash,p4,2016-04-09 12:45:00,47.982,1856
CCslash,p4,2016-04-09 13:00:00.000003,47.982,2304
CCslash,p4,2016-04-09 13:14:59.999997,46.728,896
CCslash,p4,2016-04-09 13:30:00,44.379,576
CCslash,p4,2016-04-09 13:45:00.000003,43.099,512
CCslash,p4,2016-04-09 13:59:59.999997,41.439,304
CCslash,p4,2016-04-09 14:15:00,34.198,432
CCslash,p4,2016-04-09 14:30:00.000003,33.607,400
CCslash,p4,2016-04-09 14:44:59.999997,33.411,368
CCslash,p4,2016-04-09 15:00:00,33.411,232
CCslash,p4,2016-04-09 15:15:00.000003,33.607,136
CCslash,p4,2016-04-09 15:29:59.999997,33.805,93
CCslash,p4,2016-04-09 15:45:00,33.805,79
CCslash,p4,2016-04-09 16:00:00.000003,34.002,83
CCslash,p4,2016-04-09 16:14:59.999997,34.002,75
CCslash,p4,2016-04-09 16:30:00,34.002,64
CCslash,p4,2016-04-09 16:45:00.000003,34.002,85
CCslash,p4,2016-04-09 16:59:59.999997,34.198,120
CCslash,p4,2016-04-09 17:15:00,34.394,200
CCslash,p4,2016-04-09 17:30:00.000003,34.394,176
CCslash,p4,2016-04-09 17:44:59.999997,34.394,176
CCslash,p4,2016-04-09 18:00:00,34.394,232
CCslash,p4,2016-04-09 18:15:00.000003,34.59,232
CCslash,p4,2016-04-09 18:29:59.999997,34.394,192
CCslash,p4,2016-04-09 18:45:00,34.394,168
CCslash,p4,2016-04-09 19:00:00.000003,34.394,152
CCslash,p4,2016-04-09 19:14:59.999997,34.394,73
CCslash,p4,2016-04-09 19:30:00,34.394,10
CCslash,p4,2016-04-09 19:45:00.000003,34.394,0
CCslash,p4,2016-04-09 19:59:59.999997,34.394,0
CCslash,p4,2016-04-09 20:15:00,34.394,0
CCslash,p4,2016-04-09 20:30:00.000003,34.394,0
CCslash,p4,2016-04-09 20:44:59.999997,34.394,0
CCslash,p4,2016-04-09 21:00:00,34.59,0
CCslash,p4,2016-04-09 21:15:00.000003,34.59,0
CCslash,p4,2016-04-09 21:29:59.999997,34.59,0
CCslash,p4,2016-04-09 21:45:00,34.59,0
CCslash,p4,2016-04-09 22:00:00.000003,34.59,0
CCslash,p4,2016-04-09 22:14:59.999997,34.59,0
CCslash,p4,2016-04-09 22:30:00,34.59,0
CCslash,p4,2016-04-09 22:45:00.000003,34.59,0
CCslash,p4,2016-04-09 22:59:59.999997,34.59,0
CCslash,p4,2016-04-09 23:15:00,34.786,0
CCslash,p4,2016-04-09 23:30:00.000003,34.786,0
CCslash,p4,2016-04-09 23:44:59.999997,34.786,0
CCslash,p4,2016-04-10 00:00:00,34.786,0
CCslash,p4,2016-04-10 00:15:00.000003,34.786,0
CCslash,p4,2016-04-10 00:29:59.999997,34.786,0
CCslash,p4,2016-04-10 00:45:00,34.786,0
CCslash,p4,2016-04-10 01:00:00.000003,34.786,0
CCslash,p4,2016-04-10 01:14:59.999997,34.786,0
CCslash,p4,2016-04-10 01:30:00,34.981,0
CCslash,p4,2016-04-10 01:45:00.000003,34.981,0
CCslash,p4,2016-04-10 01:59:59.999997,34.981,0
CCslash,p4,2016-04-10 02:15:00,34.981,0
CCslash,p4,2016-04-10 02:30:00.000003,34.981,0
CCslash,p4,2016-04-10 02:44:59.999997,34.981,0
CCslash,p4,2016-04-10 03:00:00,34.981,0
CCslash,p4,2016-04-10 03:15:00.000003,34.981,0
CCslash,p4,2016-04-10 03:29:59.999997,34.786,0
CCslash,p4,2016-04-10 03:45:00,34.786,0
CCslash,p4,2016-04-10 04:00:00.000003,34.59,0
CCslash,p4,2016-04-10 04:14:59.999997,34.394,0
CCslash,p4,2016-04-10 04:30:00,34.198,0
CCslash,p4,2016-04-10 04:45:00.000003,33.607,0
CCslash,p4,2016-04-10 04:59:59.999997,32.218,0
CCslash,p4,2016-04-10 05:15:00,31.617,0
CCslash,p4,2016-04-10 05:30:00.000003,31.415,0
CCslash,p4,2016-04-10 05:44:59.999997,31.213,0
CCslash,p4,2016-04-10 06:00:00,30.808,0
CCslash,p4,2016-04-10 06:15:00.000003,30.607,4
CCslash,p4,2016-04-10 06:29:59.999997,30.403,33
CCslash,p4,2016-04-10 06:45:00,30.198,79
CCslash,p4,2016-04-10 07:00:00.000003,30.403,118
CCslash,p4,2016-04-10 07:14:59.999997,30.403,152
CCslash,p4,2016-04-10 07:30:00,30.403,184
CCslash,p4,2016-04-10 07:45:00.000003,30.607,240
CCslash,p4,2016-04-10 07:59:59.999997,31.213,288
CCslash,p4,2016-04-10 08:15:00,31.816,448
CCslash,p4,2016-04-10 08:30:00.000003,32.418,368
CCslash,p4,2016-04-10 08:44:59.999997,32.617,432
CCslash,p4,2016-04-10 09:00:00,35.175,2560
CCslash,p4,2016-04-10 09:15:00.000003,37.679,3328
CCslash,p4,2016-04-10 09:29:59.999997,39.947,3968
CCslash,p4,2016-04-10 09:45:00,41.625,4608
CCslash,p4,2016-04-10 10:00:00.000003,43.099,5120
CCslash,p4,2016-04-10 10:14:59.999997,44.56,5632
CCslash,p4,2016-04-10 10:30:00,45.286,5120
CCslash,p4,2016-04-10 10:45:00.000003,44.742,3328
CCslash,p4,2016-04-10 10:59:59.999997,47.802,6656
CCslash,p4,2016-04-10 11:15:00,50.995,6912
CCslash,p4,2016-04-10 11:30:00.000003,50.643,9216
CCslash,p4,2016-04-10 11:44:59.999997,53.1,12288
CCslash,p4,2016-04-10 12:00:00,57.096,19456
CCslash,p4,2016-04-10 12:15:00.000003,62.254,17408
CCslash,p4,2016-04-10 12:29:59.999997,75.139,19456
CCslash,p4,2016-04-10 12:45:00,82.33,19456
CCslash,p4,2016-04-10 13:00:00.000003,58.476,800
CCslash,p4,2016-04-10 13:14:59.999997,53.798,864
CCslash,p4,2016-04-10 13:30:00,56.23,12288
CCslash,p4,2016-04-10 13:45:00.000003,72.891,17408
CCslash,p4,2016-04-10 13:59:59.999997,88.099,19456
CCslash,p4,2016-04-10 14:15:00,92.926,19456
CCslash,p4,2016-04-10 14:30:00.000003,94.253,16384
CCslash,p4,2016-04-10 14:44:59.999997,90.124,18432
CCslash,p4,2016-04-10 15:00:00,92.174,17408
CCslash,p4,2016-04-10 15:15:00.000003,86.823,17408
CCslash,p4,2016-04-10 15:29:59.999997,83.221,15360
CCslash,p4,2016-04-10 15:45:00,86.277,15872
CCslash,p4,2016-04-10 16:00:00.000003,83.757,15360
CCslash,p4,2016-04-10 16:14:59.999997,78.098,9216
CCslash,p4,2016-04-10 16:30:00,79.151,12288
CCslash,p4,2016-04-10 16:45:00.000003,77.4,12288
CCslash,p4,2016-04-10 16:59:59.999997,72.372,9216
CCslash,p4,2016-04-10 17:15:00,68.421,9728
CCslash,p4,2016-04-10 17:30:00.000003,66.879,4608
CCslash,p4,2016-04-10 17:44:59.999997,64.31,4864
CCslash,p4,2016-04-10 18:00:00,60.024,5632
CCslash,p4,2016-04-10 18:15:00.000003,50.995,1792
CCslash,p4,2016-04-10 18:29:59.999997,48.871,608
CCslash,p4,2016-04-10 18:45:00,45.286,448
CCslash,p4,2016-04-10 19:00:00.000003,42.179,288
CCslash,p4,2016-04-10 19:14:59.999997,39.76,168
CCslash,p4,2016-04-10 19:30:00,37.679,47
CCslash,p4,2016-04-10 19:45:00.000003,36.145,4
CCslash,p4,2016-04-10 19:59:59.999997,35.564,0
CCslash,p4,2016-04-10 20:15:00,34.59,0
CCslash,p4,2016-04-10 20:30:00.000003,35.175,0
CCslash,p4,2016-04-10 20:44:59.999997,35.951,0
CCslash,p4,2016-04-10 21:00:00,34.394,0
CCslash,p4,2016-04-10 21:15:00.000003,33.607,0
CCslash,p4,2016-04-10 21:29:59.999997,33.013,0
CCslash,p4,2016-04-10 21:45:00,33.013,0
CCslash,p4,2016-04-10 22:00:00.000003,33.213,0
CCslash,p4,2016-04-10 22:14:59.999997,33.013,0
CCslash,p4,2016-04-10 22:30:00,32.815,0
CCslash,p4,2016-04-10 22:45:00.000003,32.617,0
CCslash,p4,2016-04-10 22:59:59.999997,32.218,0
CCslash,p4,2016-04-10 23:15:00,31.816,0
CCslash,p4,2016-04-10 23:30:00.000003,31.415,0
CCslash,p4,2016-04-10 23:44:59.999997,31.012,0
CCslash,p4,2016-04-11 00:00:00,31.012,0
CCslash,p4,2016-04-11 00:15:00.000003,31.012,0
CCslash,p4,2016-04-11 00:29:59.999997,30.808,0
CCslash,p4,2016-04-11 00:45:00,31.415,0
CCslash,p4,2016-04-11 01:00:00.000003,32.617,0
CCslash,p4,2016-04-11 01:14:59.999997,34.786,0
CCslash,p4,2016-04-11 01:30:00,36.723,0
CCslash,p4,2016-04-11 01:45:00.000003,37.87,0
CCslash,p4,2016-04-11 01:59:59.999997,37.679,0
CCslash,p4,2016-04-11 02:15:00,36.531,0
CCslash,p4,2016-04-11 02:30:00.000003,35.564,0
CCslash,p4,2016-04-11 02:44:59.999997,35.564,0
CCslash,p4,2016-04-11 03:00:00,37.107,0
CCslash,p4,2016-04-11 03:15:00.000003,38.818,0
CCslash,p4,2016-04-11 03:29:59.999997,40.134,0
CCslash,p4,2016-04-11 03:45:00,40.696,0
CCslash,p4,2016-04-11 04:00:00.000003,41.254,0
CCslash,p4,2016-04-11 04:14:59.999997,41.625,0
CCslash,p4,2016-04-11 04:30:00,41.994,0
CCslash,p4,2016-04-11 04:45:00.000003,42.363,0
CCslash,p4,2016-04-11 04:59:59.999997,42.548,0
CCslash,p4,2016-04-11 05:15:00,42.548,0
CCslash,p4,2016-04-11 05:30:00.000003,42.732,0
CCslash,p4,2016-04-11 05:44:59.999997,42.915,0
CCslash,p4,2016-04-11 06:00:00,43.099,0
CCslash,p4,2016-04-11 06:15:00.000003,43.099,4
CCslash,p4,2016-04-11 06:29:59.999997,43.099,56
CCslash,p4,2016-04-11 06:45:00,43.831,136
CCslash,p4,2016-04-11 07:00:00.000003,44.379,112
CCslash,p4,2016-04-11 07:14:59.999997,45.104,352
CCslash,p4,2016-04-11 07:30:00,46.008,480
CCslash,p4,2016-04-11 07:45:00.000003,46.908,512
CCslash,p4,2016-04-11 07:59:59.999997,49.404,2048
CCslash,p4,2016-04-11 08:15:00,51.523,1600
CCslash,p4,2016-04-11 08:30:00.000003,53.1,3072
CCslash,p4,2016-04-11 08:44:59.999997,54.147,2688
CCslash,p4,2016-04-11 09:00:00,55.364,2304
CCslash,p4,2016-04-11 09:15:00.000003,57.096,4864
CCslash,p4,2016-04-11 09:29:59.999997,63.968,4352
CCslash,p4,2016-04-11 09:45:00,65.68,4864
CCslash,p4,2016-04-11 10:00:00.000003,70.995,6144
CCslash,p4,2016-04-11 10:14:59.999997,74.271,5888
CCslash,p4,2016-04-11 10:30:00,67.906,3968
CCslash,p4,2016-04-11 10:45:00.000003,69.793,6400
CCslash,p4,2016-04-11 10:59:59.999997,76.181,7680
CCslash,p4,2016-04-11 11:15:00,76.181,7168
CCslash,p4,2016-04-11 11:30:00.000003,78.8,7680
CCslash,p4,2016-04-11 11:44:59.999997,83.757,9728
CCslash,p4,2016-04-11 12:00:00,92.174,15360
CCslash,p4,2016-04-11 12:15:00.000003,102.9,18432
CCslash,p4,2016-04-11 12:29:59.999997,104.954,18432
CCslash,p4,2016-04-11 12:45:00,105.577,18432
CCslash,p4,2016-04-11 13:00:00.000003,81.442,1536
CCslash,p4,2016-04-11 13:14:59.999997,73.234,1536
CCslash,p4,2016-04-11 13:30:00,78.449,9728
CCslash,p4,2016-04-11 13:45:00.000003,90.68,8192
CCslash,p4,2016-04-11 13:59:59.999997,104.333,18432
CCslash,p4,2016-04-11 14:15:00,108.75,18432
CCslash,p4,2016-04-11 14:30:00.000003,107.046,14336
CCslash,p4,2016-04-11 14:44:59.999997,106.624,17408
CCslash,p4,2016-04-11 15:00:00,107.683,16384
CCslash,p4,2016-04-11 15:15:00.000003,104.954,15872
CCslash,p4,2016-04-11 15:29:59.999997,101.685,15360
CCslash,p4,2016-04-11 15:45:00,102.697,14848
CCslash,p4,2016-04-11 16:00:00.000003,99.093,13824
CCslash,p4,2016-04-11 16:14:59.999997,94.062,11264
CCslash,p4,2016-04-11 16:30:00,93.304,10752
CCslash,p4,2016-04-11 16:45:00.000003,90.68,10752
CCslash,p4,2016-04-11 16:59:59.999997,84.654,5632
CCslash,p4,2016-04-11 17:15:00,81.621,8704
CCslash,p4,2016-04-11 17:30:00.000003,79.502,6400
CCslash,p4,2016-04-11 17:44:59.999997,75.139,4608
CCslash,p4,2016-04-11 18:00:00,70.308,4352
CCslash,p4,2016-04-11 18:15:00.000003,62.425,1088
CCslash,p4,2016-04-11 18:29:59.999997,60.539,800
CCslash,p4,2016-04-11 18:45:00,57.614,576
CCslash,p4,2016-04-11 19:00:00.000003,54.842,400
CCslash,p4,2016-04-11 19:14:59.999997,52.75,208
CCslash,p4,2016-04-11 19:30:00,50.995,58
CCslash,p4,2016-04-11 19:45:00.000003,50.113,4
CCslash,p4,2016-04-11 19:59:59.999997,49.759,0
CCslash,p4,2016-04-11 20:15:00,49.05,0
CCslash,p4,2016-04-11 20:30:00.000003,48.695,0
CCslash,p4,2016-04-11 20:44:59.999997,48.517,0
CCslash,p4,2016-04-11 21:00:00,48.16,0
CCslash,p4,2016-04-11 21:15:00.000003,48.16,0
CCslash,p4,2016-04-11 21:29:59.999997,47.982,0
CCslash,p4,2016-04-11 21:45:00,47.982,0
CCslash,p4,2016-04-11 22:00:00.000003,47.446,0
CCslash,p4,2016-04-11 22:14:59.999997,47.624,0
CCslash,p4,2016-04-11 22:30:00,47.624,0
CCslash,p4,2016-04-11 22:45:00.000003,47.982,0
CCslash,p4,2016-04-11 22:59:59.999997,48.16,0
CCslash,p4,2016-04-11 23:15:00,48.339,0
CCslash,p4,2016-04-11 23:30:00.000003,48.517,0
CCslash,p4,2016-04-11 23:44:59.999997,48.517,0
CCslash,p4,2016-04-12 00:00:00,48.16,0
CCslash,p4,2016-04-12 00:15:00.000003,47.624,0
CCslash,p4,2016-04-12 00:29:59.999997,47.446,0
CCslash,p4,2016-04-12 00:45:00,47.802,0
CCslash,p4,2016-04-12 01:00:00.000003,47.982,0
CCslash,p4,2016-04-12 01:14:59.999997,48.16,0
CCslash,p4,2016-04-12 01:30:00,47.624,0
CCslash,p4,2016-04-12 01:45:00.000003,47.446,0
CCslash,p4,2016-04-12 01:59:59.999997,47.088,0
CCslash,p4,2016-04-12 02:15:00,47.982,0
CCslash,p4,2016-04-12 02:30:00.000003,48.16,0
CCslash,p4,2016-04-12 02:44:59.999997,48.16,0
CCslash,p4,2016-04-12 03:00:00,48.16,0
CCslash,p4,2016-04-12 03:15:00.000003,47.982,0
CCslash,p4,2016-04-12 03:29:59.999997,47.802,0
CCslash,p4,2016-04-12 03:45:00,47.982,0
CCslash,p4,2016-04-12 04:00:00.000003,48.517,0
CCslash,p4,2016-04-12 04:14:59.999997,49.404,0
CCslash,p4,2016-04-12 04:30:00,50.29,0
CCslash,p4,2016-04-12 04:45:00.000003,50.466,0
CCslash,p4,2016-04-12 04:59:59.999997,50.466,0
CCslash,p4,2016-04-12 05:15:00,50.466,0
CCslash,p4,2016-04-12 05:30:00.000003,50.113,0
CCslash,p4,2016-04-12 05:44:59.999997,50.113,0
CCslash,p4,2016-04-12 06:00:00,50.29,0
CCslash,p4,2016-04-12 06:15:00.000003,50.466,0
CCslash,p4,2016-04-12 06:29:59.999997,50.643,10
CCslash,p4,2016-04-12 06:45:00,50.466,80
CCslash,p4,2016-04-12 07:00:00.000003,50.819,200
CCslash,p4,2016-04-12 07:14:59.999997,51.874,352
CCslash,p4,2016-04-12 07:30:00,52.401,224
CCslash,p4,2016-04-12 07:45:00.000003,52.925,464
CCslash,p4,2016-04-12 07:59:59.999997,53.274,368
CCslash,p4,2016-04-12 08:15:00,53.973,336
CCslash,p4,2016-04-12 08:30:00.000003,54.495,512
CCslash,p4,2016-04-12 08:44:59.999997,54.322,672
CCslash,p4,2016-04-12 09:00:00,55.189,704
CCslash,p4,2016-04-12 09:15:00.000003,55.711,992
